Material_ID,Prediction,Target
9000046,4.339134693145752,6.0
1507756,2.211031675338745,4.0
1101051,0.8061070442199707,3.0
9011998,6.4861249923706055,9.0
9011050,5.522765159606934,8.0
9012304,7.262834548950195,10.0
