EPOCH,Train_Loss,Valid_Loss
0,0.8262404203414917,1.4778684377670288
1,2.9209468364715576,0.7302951812744141
2,0.1922933161258697,3.025718212127685
3,0.6968837976455688,4.269517421722412
4,1.3488306999206543,3.207839012145996
5,0.6810683012008667,1.7598778009414673
6,0.0738497227430343,0.9319746494293212
7,0.1029262393712997,0.6913161873817444
8,0.4248082637786865,0.6497650146484375
9,0.5585523843765259,0.6651151776313782
